article,label,title
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Don't miss out! Access premium content, videos, events, the National Review archives and more.




National ReviewFollow Us",0,The Crisis Congress
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				If you enjoyed this article, and were stimulated by its contents, we have a proposition for you: Join NRPLUS.If you enjoyed this article, we have a proposition for you: Join NRPLUS. Members get all of our content (including the magazine), no paywalls or content meters, an advertising-minimal experience, and unique access to our writers and editors (conference calls, social-media groups, etc.). And importantly, NRPLUS members help keep NR going. Consider it?<span style=""font-weight: 400;""><span class=""drop"">O</span><span class=""small_caps"">ne</span> day in November or December of last year, one Chinese person got excited about a very special meal. And that’s why my family is subject to sudden-onset homeschooling. That is why my wife is now my barber. That’s why I pass a bleach wipe over the edge of a pizza box delivered to my door. That’s why a thousand people are reported dead in Italy every few days, why seemingly half of the Iranian government is ill. That’s why the prime minister of the United Kingdom — also ill — is confining his nation, the one that invented freedom, </span>




National ReviewFollow Us",0,Time to Pass without Our Pastime 
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get breaking news, with NR's unfiltered reporting, delivered straight to your inbox<a href=""https://www.nationalreview.com/tips/""><em>Send a tip to the news team at </em>NR.</a>“We’ll restart the economy with a smart public health strategy, because closing the door on everyone was only because we didn’t know better,” Cuomo Among other U.S. officials, New York governor Andrew Cuomo has expressed a desire to bring healthy people back to work as hospitals become less overwhelmed with coronavirus patients.“It is reasonable to predict we will have some immunity,”  To say you will have lifelong immunity? We just don’t know yet,” Frances Lund, chair of the microbiology department at the University of Alabama at Birmingham, told However, if an asymptomatic host has already had an infection, it is possible that the patient will have immunity to the virus and thus can travel to work.The coronavirus is known to spread through asymptomatic hosts, which is one of the reasons the highly contagious infection has spread throughout large areas undetected.“Based on the totality of scientific evidence available to FDA, it is reasonable to believe that your [Cellex Inc.’s] product may be effective in diagnosing COVID-19,” the agency wrote in its authorization. “The known and potential benefits of your product when used for diagnosing COVID-19, outweigh the known and potential risks of your product.”The FDA has cautioned that such tests may not be completely accurate because antibodies take time to develop. However, serology tests seem to offer the clearest path toward detecting coronavirus patients who have had asymptomatic cases.A serology test analyzes the level of antibodies in a patient’s blood sample, and can be used to detect past coronavirus infections. The approved The Food and Drug Administration on Thursday announced it had issued an emergency use authorization for a serology test for Wuhan coronavirus, the first such test approved by the agency.National ReviewFollow Us",0,FDA Issues First Authorization for Coronavirus Serology Test
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				If you enjoyed this article, and were stimulated by its contents, we have a proposition for you: Join NRPLUS.If you enjoyed this article, we have a proposition for you: Join NRPLUS. Members get all of our content (including the magazine), no paywalls or content meters, an advertising-minimal experience, and unique access to our writers and editors (conference calls, social-media groups, etc.). And importantly, NRPLUS members help keep NR going. Consider it?This article appears as “The Great Non-Freakout ” in the April 20, 2020, print edition of <span style=""font-weight: 400;"">Bill Bixby, the swinging bachelor in the old sitcom </span><span style=""font-weight: 400;""><span class=""drop"">P</span><span class=""small_caps"">retty</span> much every space-alien movie or television show — from </span>




National ReviewFollow Us",0,The Great Coronavirus Non-Freakout
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				If you enjoyed this article, and were stimulated by its contents, we have a proposition for you: Join NRPLUS.If you enjoyed this article, we have a proposition for you: Join NRPLUS. Members get all of our content (including the magazine), no paywalls or content meters, an advertising-minimal experience, and unique access to our writers and editors (conference calls, social-media groups, etc.). And importantly, NRPLUS members help keep NR going. Consider it?This article appears as “What Drugs Can Do” in the April 20, 2020, print edition of <span style=""font-weight: 400;"">In order to talk about therapies, it’s important to distinguish between </span><span style=""font-weight: 400;"">Remember the old adage, “There’s no cure for the common cold”? Well, the common cold is caused by a mild strain of coronavirus. The version of coronavirus we’re dealing with here is far more dangerous — but possibly just as difficult to treat.</span><span style=""font-weight: 400;""><span class=""drop"">‘W</span><span class=""small_caps"">hen</span> can we end social distancing and get back to normal life?” It’s the question on everyone’s mind, and one without a clear answer at this time. Here’s what we do know: An effective treatment against the novel coronavirus would make a big difference in getting us there.</span>




National ReviewFollow Us",0,Pharmaceuticals and the Coronavirus Pandemic
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				If you enjoyed this article, and were stimulated by its contents, we have a proposition for you: Join NRPLUS.If you enjoyed this article, we have a proposition for you: Join NRPLUS. Members get all of our content (including the magazine), no paywalls or content meters, an advertising-minimal experience, and unique access to our writers and editors (conference calls, social-media groups, etc.). And importantly, NRPLUS members help keep NR going. Consider it?<span style=""font-weight: 400;"">It is sometimes said that life is priceless. But of course </span><span style=""font-weight: 400;""><span class=""drop"">A</span><span class=""small_caps"">s</span> I write these words, a debate is raging over whether the country is “overreacting” to the COVID-19 pandemic by shutting down too much economic activity. I hope that by the time you read this, everyone has agreed that we were, because the virus has proved to be far milder than many experts predicted. But however things turn out — and especially if the pandemic is still in full swing for you — it is worth thinking carefully about how governments should make such trade-offs </span>




National ReviewFollow Us",0,How Much Is a Life Worth? 
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				If you enjoyed this article, and were stimulated by its contents, we have a proposition for you: Join NRPLUS.If you enjoyed this article, we have a proposition for you: Join NRPLUS. Members get all of our content (including the magazine), no paywalls or content meters, an advertising-minimal experience, and unique access to our writers and editors (conference calls, social-media groups, etc.). And importantly, NRPLUS members help keep NR going. Consider it?This article appears as “Restoring America’s Commercial Sea Power ” in the April 20, 2020, print edition of <span style=""font-weight: 400;"">It’s a bold move, but a deeper look reveals the fundamental weakness in China’s dominant position in global logistics and points to two strategic opportunities for the U.S. The first is to bring supply chains for </span><span style=""font-weight: 400;"">China sees an opportunity to exploit the fear and carnage of the outbreak to strengthen its hold over global supply chains — and the medical-equipment and pharmaceuticals sector is the next industry in China’s sights. </span><span style=""font-weight: 400;""><span class=""drop"">W</span><span class=""small_caps"">hile</span> many in the U.S. and the West shelter in place hoping that warmer spring weather will slow the spread of the Wuhan coronavirus, China is planning its own Spring Offensive. </span>




National ReviewFollow Us",0,Restore America’s Commercial Sea Power
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.<span>NOW WATCH: </span>When talking about the effects of the coronavirus, though, articles position the fetus on equal footing with newborns. These articles, after all, likely are written primarily for parents concerned about the fate of their unborn child — and rightly so. Is it too much to ask that we be consistent?Once we’ve gleaned that important information from the article, a question comes to mind: What exactly is this The article goes on to note that the studies show some evidence of transmission, meaning there’s some reason to believe that a fetus — an unborn human being, as some of us call it — could be affected by the disease if his or her mother contracted COVID-19. But it doesn’t seem to pose an enormous risk. That’s one small blessing, as is the fact that, by and large, infants and children seem to have avoided contracting the disease or suffering severe symptoms.Even in these studies, the newborns seemed only mildly affected, if at all — which is reassuring, experts said. And the studies are small and inconclusive on whether the virus does truly breach the placenta.Newborns and babies have so far seemed to be largely unaffected by the coronavirus, but three new studies suggest that the virus may reach the fetus in utero.The National ReviewFollow Us",0,Coronavirus and the Fetus
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				If you enjoyed this article, and were stimulated by its contents, we have a proposition for you: Join NRPLUS.If you enjoyed this article, we have a proposition for you: Join NRPLUS. Members get all of our content (including the magazine), no paywalls or content meters, an advertising-minimal experience, and unique access to our writers and editors (conference calls, social-media groups, etc.). And importantly, NRPLUS members help keep NR going. Consider it?This article appears as “The View from Paris” in the April 20, 2020, print edition of I have the time to do so because I am under virtual house arrest in my small flat in Paris, and if I venture out for a short walk round the block or to the nearest shops (no <span class=""drop"">L</span>




National ReviewFollow Us",0,Coronavirus: The View from Paris
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Don't miss out! Access premium content, videos, events, the National Review archives and more.




National ReviewFollow Us",0,The Social Costs of COVID-19 
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.And that’s the point. With the public and private sectors energetically engaged in finding treatments and vaccines, manufacturing durable medical equipment, keeping food on our tables, electricity in our homes, and caring for the sick, this too shall pass. We will thrive again.But it is a hopeful sign (among many). As we mourn the dead, succor the ill, hunker down in social isolation, and aid the suddenly unemployed, let’s not lose sight of the fact that progress is being made.Is this a “cure?” No. Much more work remains to be done to even get close to saying that.The intravenous transplantation of MSCs was safe and effective for treatment in patients with COVID-19 pneumonia, especially for the patients in critically severe condition.The scientists’ conclusion about the potential of these stem cells?The pulmonary function and symptoms of these seven patients were significantly improved in 2 days after MSC [Mesenchymal stem cells] transplantation. Among them, two common and one severe patient were recovered and discharged in 10 days after treatment. After treatment, the peripheral lymphocytes were increased, the C-reactive protein decreased, and the overactivated cytokine-secreting immune cells CXCR3+CD4+ T cells, CXCR3+CD8+ T cells, and CXCR3+ NK cells disappeared in 3-6 days.Here’s a small reason for optimism. In addition to vaccine research, the potential of malaria drugs, and antiviral testing, adult stem cells are also being deployed in current or imminent human trials for treating the physical effects of the COVID-19 virus. One early study on seven patients with corona viral pneumonia has been completed with hopeful results. From the study published in I understand he is dealing with excruciating issues of life and death, but given the history of the United States, such pessimism is unwarranted. We have faced far worse than this and have moved through the pain into a better tomorrow. We will this time too.I was disappointed in Governor Andrew Cuomo’s dour statement yesterday that “we will never be the same” and we that we won’t “get National ReviewFollow Us",0,COVID-19 Adult Stem-Cell Trials
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get breaking news, with NR's unfiltered reporting, delivered straight to your inbox<a href=""https://www.nationalreview.com/tips/""><em>Send a tip to the news team at </em>NR.</a>The U.S. currently reports over 236,000 coronavirus cases with 5,607 deaths, according to the Johns Hopkins University’s coronavirus Several countries including “The idea of getting a much more broad, community-wide use of masks outside of the health care setting is under very active discussion at the [White House coronavirus] task force. The CDC group is looking at that very carefully,” Anthony Fauci, head of the National Institute for Allergy and Infectious Diseases, told The White House will The recommendation is not yet final and subject to change, however it is based on updated guidelines from the Centers for Disease Control and Prevention regarding the coronavirus. While masks are not considered effective at preventing one from contracting the coronavirus, wearing one may prevent asymptomatic patients from unwittingly spreading the illness.The White House is expected to announce a new recommendation that all Americans wear cloth masks to help prevent the spread of the Wuhan coronavirus, National ReviewFollow Us",0,White House to Recommend Wearing Cloth Masks to Prevent Coronavirus Spread: Report
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.I will refrain to say what I truly think of this type of behavior so as to remain polite. But it did cross my mind that if the government is going to rescue an industry, no matter what the circumstances are, over and over again, the incentives for treating your employees and consumers well are reduced.Delta has been charging some customers “cancellation fees” if they want cash back. One customer was offered cash instead of a voucher if the airline kept $200 per international ticket. Another was charged a $150 cancellation penalty after canceling an early April domestic trip online, then told the only way to avoid the fee was to call the airline before canceling.My own dreadful experience with Delta is that the airline refuses to give me a refund and claims it can only give me a credit. Listening to other people, it is apparent that airlines have been blatantly flouting their obligations to return consumer money for services not provided. A few days ago, the If your flight is cancelled and you choose to cancel your trip as a result, you are entitled to a refund for the unused transportation – even for non-refundable tickets.  You are also entitled to a refund for any bag fee that you paid, and any extras you may have purchased, such as a seat assignment.<span style=""font-size: 1.25rem;"">By the way, airlines aren’t very good rule followers to start with. According to this Department of Transportation’s <a href=""https://www.transportation.gov/individuals/aviation-consumer-protection/flight-delays-cancellations"" rel=""noopener noreferrer"" target=""_blank"">directive</a> dated from March 4th, if one’s flight was canceled by the airlines, that person is “entitled” to a refund: </span><span style=""font-size: 1.25rem;"">It is also clear that the bailout is only postponing airlines’ layoffs until after September 30th, 2020. United, for instance, <a href=""https://onemileatatime.com/united-airlines-layoffs/"" rel=""noopener noreferrer"" target=""_blank"">has already said</a> that this bailout won’t be enough to keep it from laying off employees. </span>As Leff noted above, for part-time workers, the expectation is that everyone will be paid for minimum hours. These employees will be covered for the hours they lost through the expansion of the unemployment benefits under the CARES Act. That will be a surprise, I assume, for those people who favored the bailout to avoid the cost of welfare payments.I assume the thinking behind the act was that those airlines who get a loan can furlough their employees but those to take both a grant and loan shouldn’t. We will see whether the Treasury enforces this or not since the act isn’t clear.I was surprised by this. So I went and looked at the CARES Act and realized that in the loans, loan guarantees, and other investments section, the requirements were — as Leff says above — that “the eligible business shall maintain its employment levels as of March 24, 2020, to the extent practicable, and in any case shall not reduce its employment levels by more than 10 percent from the levels on such date.”The bailout actually does allow an airline to furlough For that reason, many people are willing to overlook their usual objections to bailouts (that (1) refrain from conducting involuntary furloughs or reducing pay rates and benefits until September 30, 2020;Congress agreed and offered the $29 billion in grants on the condition that airlines won’t cut compensation or furlough anyone before September 30. Here is the section in the CARES Act:If worker payroll protection grants are enacted, equaling at least $29 billion, participatingAs you may remember, $29 billion of the airline bailout went toward payroll support grants to passenger and cargo airlines. In its open letter to Congress, National ReviewFollow Us",0,The Airline Bailout and Furloughed Employees
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get breaking news, with NR's unfiltered reporting, delivered straight to your inbox<a href=""https://www.nationalreview.com/tips/""><em>Send a tip to the news team at </em>NR.</a>“If you spent less time on your ridiculous impeachment hoax, which went haplessly on forever and ended up going nowhere (except increasing my poll numbers), and instead focused on helping the people of New York, then New York would not have been so completely unprepared,” Trump leveled. “. . . You have been missing in action, except when it comes to the ‘press.’”He then reiterated the points from his tweets, before laying into the Democrat further.The president then responded with his own letter. “Thank you for your Democrat public relations letter and incorrect sound bites, which are wrong in every way,” Trump opened.“The existing federal leadership void has left America with an ugly spectacle in which States and cities are literally fending for themselves,” Schumer wrote. “ . . . The only way we will fix our PPE and ventilator shortage is with a data-driven, organized and robust plan from the federal government.”Schumer then sent a He added in later <script async="""" charset=""utf-8"" src=""https://platform.twitter.com/widgets.js""></script>— Donald J. Trump (@realDonaldTrump) …It wouldn’t matter if you got ten times what was needed, it would never be good enough. Unlike other states, New York unfortunately got off to a late start. You should have pushed harder. Stop complaining & find out where all of these supplies are going. Cuomo working hard!Trump initially responded on Twitter, saying “we do have a military man in charge of distributing goods,” in reference to Rear Admiral John P. Polowczyk, who is overseeing the supply chain task force at FEMA.“I am calling on the administration to put in charge of both production and distribution of materials a military man as czar under the [Defense Production Act],” Schumer said Thursday on MSNBC’s The criticism comes after Schumer claimed Trump was politicizing the government’s coronavirus response, after reports that hospitals and other medical providers are facing shortages of crucial medical equipment. <script async="""" charset=""utf-8"" src=""https://platform.twitter.com/widgets.js""></script>— Kaitlan Collins (@kaitlancollins) Trump sends a letter to Sen. Schumer and it is worth reading in full. “No wonder AOC and others are thinking about running against you in the primary. If they did, they would likely win,” Trump wrote. “ . . . I’ve known you for many years, but I never knew how bad a senator you are for the state of New York, until I became president.”President Trump sent a scathing letter to Senator Chuck Schumer (D., N.Y.) after the Senate minority leader criticized the president’s coronavirus response and demanded that he establish someone “unpolitical” to oversee the flow of medical equipment to embattled providers.National ReviewFollow Us",0,Trump Responds to Schumer’s Coronavirus Criticism: ‘I Never Knew How Bad a Senator You Are’
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge. 20. <script async="""" charset=""utf-8"" src=""https://platform.twitter.com/widgets.js""></script>— Dolly Parton (@DollyParton) I am so excited for the start of ""Goodnight with Dolly"" tonight! Check it out on She’s also doing this: <script async="""" charset=""utf-8"" src=""https://platform.twitter.com/widgets.js""></script>— Patricia Heaton (@PatriciaHeaton) Our national treasure 19.18. 17. 16.  <script async="""" charset=""utf-8"" src=""https://platform.twitter.com/widgets.js""></script>— Carmelite Nuns GB (@carmelnunsgb) (Written from Westerbork transit camp, August 1942) ""We are very calm and cheerful. Of course, so far there has been no Mass and Communion; maybe that will come later. Now we have a chance to experience a little how to live purely from within.""St Edith Stein:15.14. 13. 12. 11. <span id=""more-796834""></span>10. 9. 8. 7. 6. Hans Boersma: (about the depression book, see  <span class=""embed-youtube"" style=""text-align:center; display: block;""><iframe allowfullscreen=""true"" class=""youtube-player"" height=""360"" src=""https://www.youtube.com/embed/U0iS9P3PPEY?version=3&amp;rel=1&amp;fs=1&amp;autohide=2&amp;showsearch=0&amp;showinfo=1&amp;iv_load_policy=1&amp;wmode=transparent"" style=""border:0;"" width=""640""></iframe></span>5. Dr. Aaron Keriaty Reflects on the COVID Crisis (He’s on the COVID team at UC Irvine Medical Center in Orange County, also author of a book on depression)4. 3. 2. 1. National ReviewFollow Us",0,"Twenty Things that Caught My Eye Today: Daniel Pearl Injustice, Coronavirus Holy Week Prayers from the Vatican, Dolly Parton & More (April 2, 2020)"
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Our Capital Letter email newsletter delivers a weekly digest on finance, business, and economics from an NR sensibility.In the <span class=""drop"">
<span id=""nrplus-badge-left"">
<span class=""nrplus-badge-rule""></span>
<span class=""nrplus-badge-inner"">NRPLUS MEMBER ARTICLE</span>
</span>
<span class=""drop"">T</span>
</span>




National ReviewFollow Us",0,Cuomo’s Moment?
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.For many of us, our darkest hours also turn out to be our finest hours. I hope you feel that way about <strong>ADDENDUM</strong>Maybe you see a surge in gun sales as an ominous sign or a reassuring one — <a href=""https://bearingarms.com/cam-e/2020/04/02/yes-liberals-are-buying-guns-too/"" rel=""noopener noreferrer"" target=""_blank"">My buddy Cam noticed a growing pile of anecdotes of self-described progressives purchasing firearms.</a><strong>Other Good News You Might Have Missed . . .</strong>“We are definitely seeing a decrease in the number of cases who don’t know where the heck they got it,” county Health Director David Damsker said. And between 50 and 60 people of the 407 who have tested positive for the coronavirus have recovered and come out of quarantine, he said.In contrast, Bucks County health officials reported an overall decrease in the spread of the coronavirus, although most such cases are doctors, nurses, first responders, store workers, and other essential workers serving the community.<a href=""https://www.inquirer.com/news/coronavirus-covid-19-pa-new-jersey-hospitals-death-toll-free-food-philadelphia-20200402.html"" rel=""noopener noreferrer"" target=""_blank"">Meanwhile, there’s been a decline in the number of cases in Bucks County, Pa.:</a>You’re starting to hear cautious optimism that the ramped-up hospital capacity will be sufficient The city pays the hotels and FEMA reimburses the city; this might help keep these hotels afloat at a time when there are no tourists.“We are in disaster mode so that contracts can be quickly signed. When it’s operational, patients who don’t need to be incubated, who are recovering but not well enough to leave the hospital, will be sent to hotels,” Katz said.Dr. Mitchell Katz, CEO of NYC Health + Hospitals, said Wednesday that the city’s current state of emergency has allowed officials to fast-track contracts with hotels. Workers will move into convert floors of rooms into hospital wings, build out nursing stations, and outfit rooms to house patients who are in need of medical care.The coronavirus and the resulting shutdowns are brutal on the hotel industry — but in New York City, “What I’m hearing from hospitals is one hospital might be in need of masks and one hospital might be in need of gowns, and so we’re starting to do some matchmaking (to) create a little bit of an ad hoc marketplace so that people can trade supplies,” Atlas said.Equipment is in short supply across the country. Atlas said they’re getting concerned about a shortage of ventilators as some hospitals are already at their limit. Personal protective equipment is also a concern.“I wouldn’t say any hospital is at all overwhelmed, nothing like New York at this point,” Atlas said. “Probably the biggest area of need is staffing. It’s hard to flex, and there’s a limited supply. Everyone is looking everywhere they can. The governor’s executive orders have made it so that retirees, people with expired licenses can come back into service.”Maryland is seeing an increasing number of cases of the coronavirus. Bob Atlas, CEO of the Maryland Hospital Association, said no hospitals are overwhelmed yet, but they are preparing.<a href=""https://www.wbaltv.com/article/coronavirus-pandemic-maryland-hospitals-handling-increased-capacity/32022948"" rel=""noopener noreferrer"" target=""_blank"">The state of Maryland, which has the 18th-most cases in the U.S., is keeping up with demand for care so far:</a>She estimates that statewide, at least several hundred patients who could be discharged remain hospitalized, taking up beds.Cassie Sauer, of the hospital association, said the big concern now is finding interim facilities for COVID-19 patients with mild or moderate symptoms who don’t need full hospital care but who also aren’t ready to go home.The state requested 1,000 ventilators from the Strategic National Stockpile and received 500. The state also bought 500 ventilators.Regarding the supply of ventilators, state officials say there are 1,000 intensive care unit ventilators in Washington hospitals and around 50 ventilators in ambulatory surgical facilities.“We still have capacities at our hospitals, we are not overwhelmed. That is very different from what you are seeing in New York,” said Cassie Sauer, CEO of the Washington State Hospital Association.The coronavirus response in Washington State isn’t getting nearly enough attention. The state that had the first coronavirus case in the U.S. now ranks tenth in total cases, with 6,585 as of this writing, and 272 deaths. Credit the early application of social distancing, and I’ve heard some people speculate this reflects that people in the Pacific Northwest aren’t quite as touchy-feely and social as other parts of the country. State officials are preparing to shift patients with more limited clinical needs from existing hospitals to the new “field medical station” set up by the U.S. Army Corps of Engineers in the Meadowlands in order to make room for individuals who need critical care; the field station, in Secaucus, is expected to start accepting patients Monday. Newark’s University Hospital, the region’s Level 1 trauma center, will oversee the field station and transport the patients by ambulance or air, if needed.After weeks of planning and preparations, New Jersey is now ready to activate its hospital-capacity contingency plans, as facilities in the northern counties are becoming increasingly overwhelmed by a surge of patients with COVID-19.<a href=""https://www.insidesources.com/unexpected-consequence-of-covid-19-crisis-empty-emergency-rooms/"" rel=""noopener noreferrer"" target=""_blank"">New Jersey says its surge capacity is now ready to go:</a>The The By no stretch of the imagination are we anywhere near “out of the woods” yet. But the dire warnings about overwhelmed hospitals — and dire reports out of facilities in New York City — have gotten many parts of the rest of the country to move quickly to take big steps to expand capacity. And now, bit by bit, parts of the country are starting to think they are, if not fully prepared for any wave, much better equipped than even a week ago.<strong>When Americans Need to Act Fast, They Can Move Like Lightning</strong>It’s Friday — although I know it’s getting harder and harder to tell these days. You deserve a respite from yesterday’s gloom. (If you’re hungry for more gloom, there’s always the most National ReviewFollow Us",0,Some Good News Going into the Weekend
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.The other articles in this truly special issue — by Ramesh Ponnuru, Anthony Daniels, Kevin Williamson, Rob Long, Jay Nordlinger, Dan McLaughlin, Robert VerBruggen, Michael Brendan Dougherty, Rick Brookhiser, and Deirdre McCloskey — are, each and every one, worth your while. Don’t dent yourself: The fact is, if you are not an NRPLUS member, you quickly hit a monthly free-articles limit (which quite possibly you’ve already exhausted), but another fact is that you can remedy that immediately when you join, If you’d like to investigate, here are some recommendations: Matthew Continetti’s The April 20, 2020, issue — now available to NRPLUS subscribers (National ReviewFollow Us",0,"Inside the April 20, 2020, Issue"
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Our Capital Letter email newsletter delivers a weekly digest on finance, business, and economics from an NR sensibility.When a super-spreader is boarding a flight from Wuhan to New York, there’s no time to run a regression. As Clausewitz said of war, “in the course of action, circumstances press for immediate decision, and allow no time to look about for fresh data.”Trump himself is hardly an intellectual, but policy responses across the West — from the U.S. to the U.K. to France — have arguably been   
     
   Along with Forceful preemptive measures to combat the coronavirus would have required an intuitive understanding of the strategic terrain — not only of the risks and rewards of various policies, but also of public sentiment. The German war scholar Carl von Clausewitz called it On the policy front, dependence on experts delayed the domestic response to COVID-19. While the coronavirus spread through China, policymakers in the U.S. could not possibly discern the likelihood of a domestic outbreak. Prior experiences with SARS, Ebola, and swine flu indicated that the U.S. was resilient in the face of pandemics. In retrospect, it’s easy to identify why that wasn’t the case with the novel coronavirus, but it wasn’t at all clear at the time. The hard sciences are empirical, requiring careful observation of phenomena over long periods of time. Unlike “experts,” political leaders must act preemptively in the face of uncertainty. If policy is “data driven,” without data, there’s no one at the wheel.
In the West, overreliance on expertise Delaying the elections would have had massive drawbacks too, of course, but that’s the point: No amount of “evidence-based” policymaking can provide an easy path through predicaments in which the choices on offer all promise uncertain outcomes. While the nations of Southeast Asia have tempered the pandemic with “test-and-trace” strategies, their success is more a result of firsthand experience with the 2003 SARS outbreak than of superior scientific capabilities. Widespread use of face masks in South Korea, Japan, and Singapore prior to the pandemic also protected those populations. Thus, decidedly unscientific factors — lived experience, cultural mores — have trumped technical prowess in the fight against this pandemic.While scientists will ultimately have to address the underlying threat of the disease itself, they cannot solve the immediate problem of mobilizing the country against the virus. The expert fetishists should consider the lackluster response of French president Emmanuel Macron, Europe’s arch-technocrat, whose decision to hold elections during the outbreak doubtlessly increased the number of infections in his country. In contrast with Trump, Macron surrounds himself with a coterie of technicians providing the precise policy prescriptions for any given moment, yet he and Trump came to roughly the same conclusion.While some epidemiologists have used previous flu pandemics to inform their thinking, that approach requires rough estimates of factors such as reproduction and fatality rates, leading to wide variance in projections. To take one example, Oxford University researchers found that as much as 40 percent of the U.K. might be immune to the novel coronavirus, while a team from Imperial College London projected more than 250,000 domestic deaths, even under strict social-distancing measures. For all their sophistication, computational tools For one, a monolithic expert opinion on the present pandemic does not exist. SARS-CoV-2, the virus that causes COVID-19, emerged only three months ago; scientists haven’t had nearly enough time to conduct conclusive research into it. And constraints on testing, compounded by uncertainty as to the number of asymptomatic cases, make the current medical data largely unreliable.<span class=""drop"">T</span>




National ReviewFollow Us",0,Up from Expertise
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.<strong>Editor’s Note: </strong>Orban’s outsized presence on the world stage is another sign that what happens in Hungary matters, not just for Hungarians but for Europe more broadly. Fortunately, the stakes are not as high as in ’56. There are no tanks on the streets, and Hungarian democracy is not a lost cause. But even in the midst of a global pandemic, it is time for other liberal democracies to stand up, both for Hungary’s sake and for Europe’s.Promoting liberal democracy is an unfashionable cause of late, but Hungary is worth fighting for. In the dark days of the Cold War, 
On April 1, after Parliament granted Orban the power to rule by decree, several EU governments released In recent years the EU’s response to Orban has been either too weak or too broad. In 2018 the much-heralded Sargentini report on Hungary was presented to the European Parliament. The report, authored by a Dutch Green Party MP, included many legitimate complaints about the erosion of civil liberties and corruption, but it also took Hungary to task for its gender inequality, the inadequacy of its old-age pensions, and its failure to adopt same-sex marriage. It is hardly surprising that Hungarians were not interested in being lectured by a left-wing EU functionary about gender roles.The signal fact about soft authoritarianism is that it is soft, and therefore amenable to change. Crudely lumping Orban in with hardline autocrats implies that Hungary’s democratic backsliding is hopeless and irreversible. It would be better to recognize that the coronavirus is an unprecedented emergency and that ill-considered emergency powers may yet be relinquished.Orban is sometimes compared to the likes of Putin or Xi Jinping. This is badly mistaken. Even after his assumption of broad emergency powers, the prime minister is best understood as the latest in a line of Hungarian leaders who have uncomfortably straddled liberalism and authoritarianism. During the late Soviet period, Hungary under Janos Kadar was known as “the happiest barracks in the Eastern bloc,” a relatively relaxed socialist alternative to the grim regimes of East Germany or Romania. Before World War II, the country was ruled by Admiral Miklos Horthy, a right-wing autocrat who nevertheless presided over parliamentary elections.Now, however, the Hungarian government’s heavy-handed response to the coronavirus threatens to vindicate Orban’s critics. On March 30, the Hungarian Parliament passed emergency legislation that allows Orban to indefinitely govern by decree and threatens jail time for anyone spreading false or misleading information about the pandemic. Technically, Parliament can revoke this extraordinary grant of power with another vote, but Orban’s Fidesz party controls an overwhelming legislative majority.<span class=""drop"">T</span>




National ReviewFollow Us",0,Soft Authoritarianism Comes to Hungary
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.Recorded on April 1, 2020.<em>Note: Kevin’s audio is not as good as we would have hoped (the hazards of producing shows under shelter-at-home orders). We apologize in advance for any inconvenience.</em>As the COVID-19 crisis continues, we sat down (virtually over Zoom) with Kevin Warsh, the Shepard Family Distinguished Visiting Fellow at the Hoover Institution, and a former member of the Board of Governors of the Federal Reserve System, to discuss the nuts and bolts of the federal government’s 2 trillion dollar (and rising) recovery and aid package, why it was needed, and its chances of staving off a depression. In addition, we discussed how the government can help (and possibly hurt) both small businesses and large corporations. Finally, Kevin gives some reasons to be optimistic (in the long run at least) and makes an argument as to why the U.S. economy is well suited to make a strong recovery.<span class=""embed-youtube"" style=""text-align:center; display: block;""><iframe allowfullscreen=""true"" class=""youtube-player"" height=""360"" src=""https://www.youtube.com/embed/Da8ZspnvR2s?version=3&amp;rel=1&amp;fs=1&amp;autohide=2&amp;showsearch=0&amp;showinfo=1&amp;iv_load_policy=1&amp;wmode=transparent"" style=""border:0;"" width=""640""></iframe></span>National ReviewFollow Us",0,Kevin Warsh and the Long Road Back to Economic Recovery
